source	target	weight	type
ʿAlī Bāy al-ʾAshrafī 820	ikhwat ʿAlī Bāy al-ʾAshrafī 4398	15	sibling of
ʿAlī Bāy al-ʾAshrafī 820	dhawū ʿAlī Bāy al-ʾAshrafī 4399	10	relative of
Shams al-Dīn al-Qāyātī al-Shāfiʿī 836	ʾAḥmad b. Shams al-Dīn al-Qāyātī 1297	20	parent of
ʾakh Barakāt b. ʿAjlān 841	Barakāt b. ʿAjlān 293	15	sibling of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211	20	parent of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ibnat al-ʾAshraf ʾĪnāl 963	20	parent of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ʾawlād al-ʾAshraf ʾĪnāl 1166	20	parent of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	al-Nāṣirī Muḥammad b. ʾĪnāl 1152	20	parent of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	al-Nāṣirī Muḥammad b. ʾĪnāl 1152	20	parent of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211	20	parent of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	ʾukht ʾAḥmad b. ʾĪnāl 1241	20	parent of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	Ṭūkh 851	15	sibling of
al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	Bint Birdibak 2245	10	relative of
Ṭūkh 851	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846	15	sibling of
Qurqmās 853	al-ʾAshraf Barsbāy 24	10	relative of
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	Ibn al-Ẓāhir Khushqadam 2932	20	parent of
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	walad dhakar al-Ẓāhir Khushqadam 3287	20	parent of
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	Bint al-Ẓāhir Khushqadam 3358	20	parent of
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	Walad al-Ẓāhir Khushqadam (1) 3962	20	parent of
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	Walad al-Ẓāhir Khushqadam (2) 3963	20	parent of
al-Ẓāhir Khushqadam al-Nāṣirī al-Muʾayyadī 861	Walad al-Ẓāhir Khushqadam (3) 3964	20	parent of
Qurqmās al-ʾAshrafī al-Jalab 863	al-Shihābī ʾAḥmad b. al-Malik al-ʾAshraf Barsbāy al-Duqmāqī al-Ẓāhirī 3728	1	uncle of
Qurqmās al-ʾAshrafī al-Jalab 863	al-ʾAshraf Barsbāy 24	10	relative of
ʾUzbak min Ṭuṭukh al-Sāqī 876	Muḥammad 3238	20	parent of
al-Malik al-Ṣāliḥ Muḥammad 882	Ḥasan b. Sūdūn al-Faqīh 3631	5	nephew of
al-Malik al-Ṣāliḥ Muḥammad 882	Sūdūn al-Faqīh 3582	10	relative of
ʾUmm al-Ṣāliḥ Muḥammad 887	al-Malik al-Ṣāliḥ Muḥammad 882	20	parent of
ʾUmm al-Ṣāliḥ Muḥammad 887	Sitt al-Mulūk Bint al-Ẓāhir Ṭaṭar 1360	20	parent of
ʾUmm al-Ṣāliḥ Muḥammad 887	Ḥasan b. Sūdūn al-Faqīh 3631	15	sibling of
Birdibak al-ʾAshrafī 901	Ibn bint al-sultan al-ʾAshraf ʾĪnāl 1350	20	parent of
Birdibak al-ʾAshrafī 901	Bint Birdibak 2245	20	parent of
Birdibak al-ʾAshrafī 901	Ibn Birdibak 2896	20	parent of
Birdibak al-ʾAshrafī 901	ʿāʾilat Birdibak 2897	10	relative of
Shihāb al-Dīn ʾAḥmad al-Ḥusaynī 912	ʾAbū Bakr b. ʿAlī 2597	15	sibling of
Badr al-Dīn Ḥusayn 913	ibnat ʾimraʾat Ḥusayn 1037	20	parent of
Shihāb al-Din ʾAḥmad b. al-Kishk 915	Muḥammad b. al-Kishk 2895	20	parent of
Yashbak al-Muʾayyadī al-Ṣūfī 919	ʾĪnāl al-Nawrūzī 1031	15	sibling of
Muḥammad al-Salākhūrī 921	walad Muḥammad al-Salākhūrī (1) 923	20	parent of
Muḥammad al-Salākhūrī 921	walad Muḥammad al-Salākhūrī (2) 925	20	parent of
Yūsuf b. Taghrī Birdī 924	Fāṭima 2402	15	sibling of
Yūsuf b. Taghrī Birdī 924	Qāsim b. Taghrī Birdī 2744	15	sibling of
Yūsuf b. Taghrī Birdī 924	Ḥamza b. Taghrī Birdī 2745	15	sibling of
Yūsuf b. Taghrī Birdī 924	Bayram bint Taghrī Birdī 2746	15	sibling of
Yūsuf b. Taghrī Birdī 924	Hājir bint Taghrī Birdī 2747	15	sibling of
Yūsuf b. Taghrī Birdī 924	ʾIbrāhīm b. Taghrī Birdī 2748	15	sibling of
Yūsuf b. Taghrī Birdī 924	ʾIsmāʿīl b. Taghrī Birdī 2749	15	sibling of
Yūsuf b. Taghrī Birdī 924	Muḥammad b. Taghrī Birdī 2750	15	sibling of
Yūsuf b. Taghrī Birdī 924	ʿAʾisha Shaqrāʾ bint Taghrī Birdī 2751	15	sibling of
Yūsuf b. Taghrī Birdī 924	ʾukht ibn Taghrī Birdī 3436	15	sibling of
Yūsuf b. Taghrī Birdī 924	ʿAʾisha Shaqrāʾ bint Taghrī Birdī 2751	15	sibling of
Yūsuf b. Taghrī Birdī 924	Hājir bint Taghrī Birdī 2747	15	sibling of
Yūsuf b. Taghrī Birdī 924	Khawand Fāṭima 3862	15	sibling of
Yūsuf b. Taghrī Birdī 924	ʿAʾisha Shaqrāʾ bint Taghrī Birdī 2751	15	sibling of
Yūsuf b. Taghrī Birdī 924	ʿAʾisha Shaqrāʾ bint Taghrī Birdī 2751	15	sibling of
Yūsuf b. Taghrī Birdī 924	Hājir bint Taghrī Birdī 2747	15	sibling of
Yūsuf b. Taghrī Birdī 924	Sāra bint ʾĀqbughā al-Timrāzī 1521	10	relative of
Sharaf al-Dīn ʾAbu l-Ṭayyib 929	Badr al-Dīn Ḥasan b. Naṣr Allāh al-Fawwī 88	5	nephew of
Taghrī Birdī al-Muʾayyadī 930	Qaṣrūh 2348	10	relative of
Yashbak al-Ẓāhirī 944	Ibn Yashbak al-Ẓāhirī 4008	20	parent of
ʾĪnāl al-Ẓāhirī 947	ʾakh ʾĪnāl al-Ẓāhirī 3858	15	sibling of
ibnat al-ʾAshraf ʾĪnāl 963	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211	15	sibling of
ibnat al-ʾAshraf ʾĪnāl 963	al-Nāṣirī Muḥammad b. ʾĪnāl 1152	15	sibling of
Qānī Bak al-Maḥmūdī 978	Jānibak al-Maḥmūdī 181	15	sibling of
ʿAbd al-Raḥmān al-Tafhanī 984	Muḥammad al-Tafhanī 1663	15	sibling of
ʾIyās al-Muḥammadī al-Nāṣirī 985	Ibn ʾIyās al-Muḥammadī al-Nāṣirī 1545	20	parent of
Walī al-Dīn b. al-ʿIrāqī 988	ḥafīd Walī al-Dīn b. al-ʿIrāqī 1206	10	relative of
Khawand Baraka Khātūn 993	al-ʾAshraf Shaʿbān 994	20	parent of
Khawand Baraka Khātūn 993	al-Malik al-Manṣūr Ḥājjī 2409	10	relative of
al-ʾAshraf Shaʿbān 994	ʿAlī ibn al-malik al-ʾAshraf 2221	20	parent of
al-ʾAshraf Shaʿbān 994	ʾUmm Faraj b. ʾUzdamur 4631	20	parent of
al-ʾAshraf Shaʿbān 994	ʾAbū Bakr b. al-ʾAshraf Shaʿbān 2101	20	parent of
al-ʾAshraf Shaʿbān 994	ʾIsmā‘īl b. al-Malik al-ʾAshraf Shaʿbān 2080	20	parent of
al-ʾAshraf Shaʿbān 994	ʾUkht al-Malik al-ʾAshraf Shaʿbān b. Ḥusayn 4245	15	sibling of
al-ʾAshraf Shaʿbān 994	al-Malik al-Manṣūr ʾĀnūk 1867	15	sibling of
al-ʾAshraf Shaʿbān 994	al-Malik al-Manṣūr Muḥammad 4496	10	relative of
Jānibak al-Khāzindār al-Dawādār 1006	walad Jānibak al-Dawādār 1631	20	parent of
Nūr al-Dīn al-Ṭanbadhī 1011	ʾAwlād Nūr al-Dīn al-Ṭanbadhī 4386	20	parent of
ʿAlī b. ʾIskandar 1012	Kumushbughā al-Faysī 311	10	relative of
Saʿd al-Dīn Faraj b. al-Naḥḥāl 1022	qarīb Saʿd al-Dīn Faraj b. al-Naḥḥāl 3656	10	relative of
Qāsim b. Jumʿa al-Qasāsī  1025	al-Zaynī ʿUmar b. Qāsim al-Qasāsī 1487	20	parent of
Khushkaldī al-Zaynī ʿAbd al-Raḥmān b. al-Kuwayz 1029	Ṣalāḥ al-Dīn al-Faqīh 1472	20	parent of
Khushkaldī al-Zaynī ʿAbd al-Raḥmān b. al-Kuwayz 1029	ʾAḥmad al-Jundī  1473	20	parent of
ʾĪnāl al-Nawrūzī 1031	Yashbak al-Muʾayyadī al-Ṣūfī 919	15	sibling of
Qāsim b. al-Bulqīnī 1038	Tāj al-Dīn Muḥammad al-Bulqīnī 3163	15	sibling of
Qāsim b. al-Bulqīnī 1038	ʿAlam al-Dīn Ṣāliḥ al-Bulqīnī 2440	5	nephew of
Qāsim b. al-Bulqīnī 1038	Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	10	relative of
Sharaf al-Dīn al-ʾAnṣārī 1054	ʾAḥmad al-Tatāʾī al-ʾAnṣārī al-Shāfiʿī 4006	15	sibling of
Sharaf al-Dīn al-ʾAnṣārī 1054	ʾIkhwa Sharaf al-Dīn al-ʾAnṣārī 4602	15	sibling of
Quṭlubāy 1074	Mūsā b. Shaykh 1073	20	parent of
Quṭlubāy 1074	ʾIbrāhīm b. Shaykh 813	20	parent of
Badr al-Dīn b. Muzhir 1079	ʾAḥmad b. Muzhir 2385	20	parent of
Badr al-Dīn b. Muzhir 1079	al-Jalāl Muḥammad b. Muzhir 2476	20	parent of
Birdibak al-Ẓāhirī al-Bajmaqdār 1091	ʾIbrāhīm ibn Birdibak al-Bajmaqdār 3219	20	parent of
ʾAbū Yūsuf al-Karakī 1094	Jamāl al-Dīn Yūsuf al-Karakī 204	20	parent of
al-Mustanjid bi-llāh Yūsuf 1097	al-Qāʾim bi-ʾAmr Allāh Ḥamza 3031	15	sibling of
Khawand 1116	Muḥammad b. Shaykh 1118	20	parent of
Tanam al-Ḥasanī 1117	Khawand 1116	20	parent of
ʾAbu l-Suʿādāt b. Ẓuhayra 1119	Muḥibb al-Dīn Muḥammad 3939	20	parent of
Muḥibb al-Dīn al-Ṭabarī 1120	Ibn Muḥibb al-Dīn al-Ṭabarī 1565	20	parent of
Muḥibb al-Dīn al-Ṭabarī 1120	Burhān al-Dīn ʾIbrāhīm b. Ẓuhayra 1122	1	uncle of
Burhān al-Dīn ʾIbrāhīm b. Ẓuhayra 1122	Muḥibb al-Dīn al-Ṭabarī 1120	5	nephew of
Hilmān b. Wubayr 1128	Sunqur b. Wabīr 3255	15	sibling of
Hilmān b. Wubayr 1128	Maʿz b. Hijjār b. Wubayr b. Nakhbār 3254	1	uncle of
Jānibak al-Jakamī 1136	Ibn Jānibak al-Jakamī 3157	20	parent of
ʾIsḥāq b. Dāwud 1143	ʾIndrās b. ʾIsḥaq 2695	20	parent of
ʾIsḥāq b. Dāwud 1143	Salmūn b. ʾIsḥāq 2698	20	parent of
ʾIsḥāq b. Dāwud 1143	Tadrus* b. Dāwud 2691	15	sibling of
al-Nāṣirī Muḥammad b. al-Thallāj 1146	Bint al-Nāṣirī Muḥammad b. al-Thallāj 1147	20	parent of
ʾIbrāhīm b. Qaramān 1150	ʾIsḥāq b. ʾIbrāhīm b. Qaramān 3752	20	parent of
ʾIbrāhīm b. Qaramān 1150	ʿĪsā b. Qaramān 3524	15	sibling of
al-Nāṣirī Muḥammad b. ʾĪnāl 1152	Ibnat Muḥammad 2297	20	parent of
al-Nāṣirī Muḥammad b. ʾĪnāl 1152	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211	15	sibling of
al-Nāṣirī Muḥammad b. ʾĪnāl 1152	ibnat al-ʾAshraf ʾĪnāl 963	15	sibling of
ʾAbu l-Khayr al-Naḥḥās 1168	ikhwat ʾAbu l-Khayr al-Naḥḥās 4665	15	sibling of
ḥafīd Walī al-Dīn b. al-ʿIrāqī 1206	Walī al-Dīn b. al-ʿIrāqī 988	10	relative of
Muḥammad al-Hawwārī 1212	ʾIsmāʿīl b. ʿUmar al-Hawwārī 576	15	sibling of
ʾaqārib ʾIsmāʿīl al-Hawwārī 1219	ʾIsmāʿīl b. ʿUmar al-Hawwārī 576	10	relative of
Nāṣir al-Dīn b. al-ʿAttār 1222	zawjat Kamāl al-Dīn b. al-Bārizī 1519	20	parent of
Nāṣir al-Dīn b. al-ʿAttār 1222	al-Shihābī b. al-ʿAṭṭār 3378	20	parent of
Nāṣir al-Dīn b. al-ʿAttār 1222	Yaḥyā b. al-ʿAṭṭār 2239	15	sibling of
ʿAbd al-Karīm b. Kātib Jakam 1226	ʾIbrāhīm b. Kātib Jakam 2552	20	parent of
ʿAbd al-Karīm b. Kātib Jakam 1226	Jamāl al-Dīn b. Kātib Jakam 571	20	parent of
Burhān al-Dīn 1237	Wālid b. Ẓāhir 1236	20	parent of
Fāṭima bt. Qujqār 1238	Muḥammad b. Barsbāy 1084	20	parent of
Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211	20	parent of
Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239	al-Nāṣirī Muḥammad b. ʾĪnāl 1152	20	parent of
Zaynab bt. Ḥasan b. Khāṣṣ Bak 1239	ibnat al-ʾAshraf ʾĪnāl 963	20	parent of
ʾukht ʾAḥmad b. ʾĪnāl 1241	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211	15	sibling of
ʾAbū Yazīd b. Murād b. ʿUthmān 1248	Sulaymān b. ʿUthmān 825	20	parent of
ʾAbū Yazīd b. Murād b. ʿUthmān 1248	Ṣawjī* 4673	15	sibling of
Tīmūrlank 1249	Shāh Rukh b. Tīmūrlank 143	20	parent of
Tīmūrlank 1249	dhurrīyat Tīmūr Lank 2716	10	relative of
Tīmūrlank 1249	ʾAmīrzah b. Mirān Shāh 3544	10	relative of
ʾAbū Fāris ʿAbd al-ʿAzīz 1256	ʾAbū ʿAbd Allāh Muḥammad 1257	20	parent of
ʾAbū Fāris ʿAbd al-ʿAzīz 1256	Mawlāya ʿUthmān 3572	10	relative of
Bāy Sunqur b. Shāh Rukh 1261	ʾawlād Bāy Sunqur b. Shāh Rukh 1260	20	parent of
Bāy Sunqur b. Shāh Rukh 1261	ʿAlāʾ al-Dawla b. Bāy Sunqur  4050	20	parent of
Bāy Sunqur b. Shāh Rukh 1261	Bābūr b. Bāy Sunqūr b. Shāh Rukh 3275	20	parent of
Bāy Sunqur b. Shāh Rukh 1261	Muḥammad b. Bāy Sunqur 4051	20	parent of
Bāy Sunqur b. Shāh Rukh 1261	ʾUlūgh Bak b. Shāh Rukh 694	15	sibling of
al-ʾAshraf Qāytbāy  1262	Mughulbāy al-Sāqī 3502	1	uncle of
Jakam min ʿIwaḍ al-Ẓāhirī 1277	unknown 0	15	sibling of
Sūdūn Buqja 1278	bint Sūdūn Buqja 4296	20	parent of
al-Saʿdī ʾIbrāhīm b. al-Jīʿān 1279	al-Zaynī ʿAbd al-Qādir b. al-Jīʿān 3870	1	uncle of
Naṣr Allāh al-Baghdādī 1299	Muḥibb al-Dīn ʾAḥmad al-Baghdādī 553	20	parent of
Juwān b. Jaynūs b. Jāk (John II) 1302	Ibnat Juwān al-ʾAfranjī (Charlotte) 1303	20	parent of
Juwān b. Jaynūs b. Jāk (John II) 1302	Jākumu (James II) 1304	20	parent of
Ibnat Juwān al-ʾAfranjī (Charlotte) 1303	Jākumu (James II) 1304	15	sibling of
Jākumu (James II) 1304	Ibnat Juwān al-ʾAfranjī (Charlotte) 1303	15	sibling of
Maḥmūd b. ʿAbīd Allāh 1315	ʾAḥmad b. Faraj b. ʾUzdamur 1317	10	relative of
ʾAḥmad b. Faraj b. ʾUzdamur 1317	Maḥmūd b. ʿAbīd Allāh 1315	10	relative of
Muḥammad al-ʾAhnāsī 1349	ʿAlī b. al-ʾAhnāsī 996	20	parent of
al-Muẓaffar ʾAḥmad b. Shaykh 1364	ʾIbrāhīm b. Shaykh 813	15	sibling of
al-Muẓaffar ʾAḥmad b. Shaykh 1364	ʾIbrāhīm b. Shaykh 813	15	sibling of
al-Muẓaffar ʾAḥmad b. Shaykh 1364	al-Ẓāhir Ṭaṭar 441	5	nephew of
Saʿādāt 1365	al-Muẓaffar ʾAḥmad b. Shaykh 1364	20	parent of
Shams al-Dīn al-Bīrī 1376	Jamāl al-Dīn Yūsuf al-ʾUstādār 239	15	sibling of
ʾAḥmad 1381	Bint al-Ẓāhir Jaqmaq 1482	15	sibling of
ʾAḥmad 1381	Murād Bak b. ʿUthmān 144	10	relative of
ʾAḥmad 1381	Murād Bak b. ʿUthmān 144	10	relative of
Taqī al-Dīn al-Bulqīnī 1394	Walī al-Dīn ʾAḥmad 1395	20	parent of
Taqī al-Dīn al-Bulqīnī 1394	Jalāl al-Dīn ʿAbd al-Raḥmān al-Bulqīnī 17	5	nephew of
Taqī al-Dīn al-Bulqīnī 1394	Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	10	relative of
Sharaf al-Dīn Yaḥyā al-Munāwī 1396	Ibnat ʾukht Sharaf al-Dīn Yaḥyā 4622	10	relative of
ʿAlī Bāk b. Qaramān 1400	Muḥammad Bāk b. Qaramān 338	15	sibling of
Nāṣir al-Dīn b. al-Mukhalliṭa 1402	Badr al-Dīn Muḥammad al-Mālikī 3820	20	parent of
ʾukht al-Ẓāhir Jaqmaq 1409	al-Ẓāhir Jaqmaq 2	15	sibling of
Yaḥya b. al-ʾAqṣarāʾī 1417	ʾukht ʾAmīn al-Dīn al-ʾAqṣarāʾī 3913	15	sibling of
Yaḥya b. al-ʾAqṣarāʾī 1417	Muḥammad b. Zāda Sibṭ al-ʾAqṣarāʾī 3912	10	relative of
Yashbak al-ʾAʿraj 1436	bint Yashbak al-ʾAʿraj 3784	20	parent of
Ḥasan Bak b. ʿAlī Bak b. Qarā Yuluk 1448	Ibn Ḥasan Bak b. ʿAlī Bak b. Qarā Yuluk 2890	20	parent of
Ḥasan Bak b. ʿAlī Bak b. Qarā Yuluk 1448	Jahān Kīr 166	15	sibling of
Sulaymān b. ʿĪsā b. ʿUmar al-Hawwārī  1449	Yūnus b. ʿUmar al-Hawwārī  3448	5	nephew of
Sulaymān b. ʿĪsā b. ʿUmar al-Hawwārī  1449	ʾAḥmad b. ʾIsmāʿīl al-Hawwārī 1460	10	relative of
Yashbak ʾAkhū al-ʾAshraf Barsbāy 1452	al-ʾAshraf Barsbāy 24	15	sibling of
Yashbak ʾAkhū al-ʾAshraf Barsbāy 1452	al-ʾAshraf Barsbāy 24	15	sibling of
ʾAḥmad b. ʾIsmāʿīl al-Hawwārī 1460	Yūnus b. ʿUmar al-Hawwārī  3448	15	sibling of
ʾAḥmad b. ʾIsmāʿīl al-Hawwārī 1460	Sulaymān b. ʿĪsā b. ʿUmar al-Hawwārī  1449	10	relative of
qarīb Jarbāsh al-Karīmī 1463	Jarbāsh Qāshiq al-Karīmī 51	10	relative of
Jaynūs b. Jāk (Janus) 1469	Juwān b. Jaynūs b. Jāk (John II) 1302	20	parent of
Bint al-Ẓāhir Jaqmaq 1482	ʾAḥmad 1381	15	sibling of
Ṭūghān 1485	Muḥammad b. al-ʾAmīr Ṭūghān 1484	20	parent of
Nuʿayr b. Ḥayār 1492	Fakhr al-Dīn b. Qārā 1688	1	uncle of
Nuʿayr b. Ḥayār 1492	Fakhr al-Dīn b. Qārā 1688	1	uncle of
Nuʿayr b. Ḥayār 1492	ʿAdhrā b. ʿAlī b. Nuʿayr 685	10	relative of
ʾUmm Muḥammad 1498 1499	Muḥammad 1498	20	parent of
Shams al-Dīn al-Fanarī 1512	Ibn Shams al-Dīn al-Fanarī 4504	20	parent of
ʾArdbāy* al-Jārkasīya 1515	Muḥammad b. Duqmāq 3798	20	parent of
ʾArdbāy* al-Jārkasīya 1515	ʿAlī Bāy al-Ẓāhirī 1959	15	sibling of
Sāra bint ʾĀqbughā al-Timrāzī 1521	Yūsuf b. Taghrī Birdī 924	10	relative of
Khalīl b. al-Kuwayz 1534	Dāwud b. al-Kuwayz 203	15	sibling of
ʿAbd al-Karīm 1539	al-Majīd 1541	10	relative of
ʿAbd al-Karīm 1539	qarīb ʿAbd al-Karīm 3948	10	relative of
al-Majīd 1541	ʿAbd al-Karīm 1539	10	relative of
Hājar bint Manklī Bughā al-Shamsī 1558	ʿAbd al-Raḥmān b. Manklī Bughā 1745	15	sibling of
Sūdūn Miyiq 1576	Ibn Sūdūn Miyiq 4298	20	parent of
ʿAbd Allāh b. ʾAḥmad 1577	ʾIsmāʿīl b. al-Ẓāhir ʿAbd Allāh 167	15	sibling of
ʾakhu l-Ẓāhir Jaqmaq 1579	al-Ẓāhir Jaqmaq 2	15	sibling of
wālī ʿArab 1588	Baklamish b. Farā 1587	20	parent of
ʾAḥmad b. Ḥasan b. ʿAjlān 1598	ʿAlī b. Ḥasan b. ʿAjlān 619	15	sibling of
ʾAḥmad b. Ḥasan b. ʿAjlān 1598	Barakāt b. ʿAjlān 293	15	sibling of
ʾAḥmad b. Ḥasan b. ʿAjlān 1598	Muḥammad b. Maḥmūd 4570	1	uncle of
Māniʿ al-Ḥusaynī 1600	ʾAmyān b. al-Ḥusaynī 1041	20	parent of
Nāṣir al-Dīn Muḥammad 1602	Muḥammad b. ʿAbd al-Munʿim al-Baghdādī 586	20	parent of
Sharaf al-Dīn ʿAbd al-Munʿim 1603	Nāṣir al-Dīn Muḥammad 1602	20	parent of
Shihāb al-Dīn ʾAḥmad 1604	ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	20	parent of
Muḥammad Wafāʾ 1605	Shihāb al-Dīn ʾAḥmad 1604	20	parent of
Madalij* 1610	ʿAdhrā b. ʿAlī b. Nuʿayr 685	15	sibling of
ʾUmm Fāṭima (1502) 1612	Fāṭima 1502	20	parent of
ʾUmm Muḥammad (1503) 1613	Muḥammad 1503	20	parent of
ʾUmm Muḥammad (1522) 1614	Muḥammad 1522	20	parent of
ʿAbd al-Razzāq b. Kātib al-Manākh 1618	ʿAbd al-Karīm b. Kātib al-Manākh 570	20	parent of
ʿUmayra b. Jamīl b. Yūsuf 1633	Māḍī 2799	15	sibling of
Jamīl b. Yūsuf 1634	ʿUmayra b. Jamīl b. Yūsuf 1633	20	parent of
Muḥammad al-Tafhanī 1663	ʿAbd al-Raḥmān al-Tafhanī 984	15	sibling of
ʾAydamur al-Khiṭāʾī 1676	Ṭughaytamur al-Niẓāmī 2222	15	sibling of
Quṭlūbughā al-Kawkāʾī* 1679	Yalluwā b. Saḥākā  2030	1	uncle of
Bahādur al-Jamālī al-Mushrif 1682	ʾAbū Bakr b. Sunqur 1799	1	uncle of
ʿAbd Allāh b. Baktamur 1684	Nāṣir al-Dīn al-Ḥājib 2004	20	parent of
Fakhr al-Dīn b. Qārā 1688	Nuʿayr b. Ḥayār 1492	5	nephew of
ʾĀqbughā al-Dawādār 1690	Khawand bint ʾĀqbughā al-Dawādār 4053	20	parent of
Khalīl b. Qarājā b. Dulghādir al-Turkumānī 1692	ʿAlī b. Dulghādir 66	20	parent of
Khalīl b. Qarājā b. Dulghādir al-Turkumānī 1692	Muḥammad Bak b. Dulghādir 556	20	parent of
Khalīl b. Qarājā b. Dulghādir al-Turkumānī 1692	ʿAlī Bak b. Dulghādir 1957	20	parent of
Khalīl b. Qarājā b. Dulghādir al-Turkumānī 1692	Sūlī b. Dulghādir al-Turkumānī 1768	15	sibling of
ʾAḥmad b. al-Sulṭān Ḥasan 1694	Bint ʾAḥmad ibn al-sulṭān Ḥasan 2887	20	parent of
Yūnus al-Nawrūzī al-Dawādār 1705	Jirjī al-Nawrūzī 4655	15	sibling of
Timurbāy al-Ḥasanī 1717	Ibnat Timurbāy al-Ḥasanī  4109	20	parent of
Muḥammad b. al-Ḥusām 1736	ʾIbrāhīm b. al-Ḥusām 1340	20	parent of
Muḥammad b. al-Ḥusām 1736	Muḥammad b. Kal Bak 1755	1	uncle of
ʿAbd al-Raḥmān b. Manklī Bughā 1745	Hājar bint Manklī Bughā al-Shamsī 1558	15	sibling of
Sūdūn al-Shaykhūnī 1753	ʿAlī ibn Sūdūn al-Fakhrī al-Shaykhūnī 2199	20	parent of
Muḥammad b. Kal Bak 1755	Muḥammad b. al-Ḥusām 1736	5	nephew of
Jamāl al-Dīn al-ʾUstādār 1763	al-Shihābī ʾAḥmad 3873	20	parent of
Tanbak al-Yaḥyāwī 1764	Ṭaybars 3796	15	sibling of
Qalamṭāy al-Dawādār 1765	Maḥmūd b. Qalamṭāy 3560	20	parent of
Qalamṭāy al-Dawādār 1765	Muḥammad b. Qalamṭāy 4435	20	parent of
Qalamṭāy al-Dawādār 1765	Ibnat b. Qalamṭāy 4436	20	parent of
Sūlī b. Dulghādir al-Turkumānī 1768	Ṣadaqa b. Sūlī 4302	20	parent of
Sūlī b. Dulghādir al-Turkumānī 1768	Khalīl b. Qarājā b. Dulghādir al-Turkumānī 1692	15	sibling of
Shaykh al-Khāṣṣakī al-Ṣafawī 1774	bint Shaykh al-Ṣafawī 2928	20	parent of
Kumushbughā al-Ḥamawī 1776	Qāsim b. Kumushbughā 3173	20	parent of
ʾAytmish al-Bajāsī 1778	Jumuq b. ʾAytamish 2172	20	parent of
ʾArghūn Shāh al-Baydamurī 1779	Qarājā bt. ʾArghūn Shāh 4495	20	parent of
ʾArghūn Shāh al-Baydamurī 1779	al-Nāṣirī Muḥammad 81	10	relative of
Qushtamur b. Qujmās 1791	ʾĪnāl Bāy b. Qujmās al-Ẓāhirī 1874	15	sibling of
ʿAbd Allāh b. Baktamur al-Ḥājib 1794	ʾAqūsh al-ʾAshrafī Nāʾib al-Karak 4212	10	relative of
Sūdūn al-Ẓāhirī 1795	al-Ẓāhir Barqūq 4	10	relative of
Sūdūn al-Ẓāhirī 1795	ʾAnaṣ 2384	10	relative of
Sūdūn al-Ẓāhirī 1795	jidda Sūdūn al-Ẓāhirī 4288	10	relative of
Sūdūn al-Ẓāhirī 1795	ʿĀʾisha bt. ʾAnas 2903	10	relative of
ʾAbū Bakr b. Sunqur 1799	Bahādur al-Jamālī al-Mushrif 1682	5	nephew of
Nuʿayr b. Muhannā 1819	al-ʿIjl Yūsuf b. Nuʿayr 160	20	parent of
Nuʿayr b. Muhannā 1819	Sulaymān b. ʿAnqāʾ b. Muhannā 1925	10	relative of
ʾAḥmad b. al-Mihmandār 1848	Muḥammad b. Muḥammad b. al-Mihmandār 2065	15	sibling of
ʾUzdamur ʾAkhū ʾĪnāl al-Yūsufī 1856	Yashbak b.ʾUzdamur 77	20	parent of
ʾUzdamur ʾAkhū ʾĪnāl al-Yūsufī 1856	Faraj b. ʾUzdamur 4630	20	parent of
ʾUzdamur ʾAkhū ʾĪnāl al-Yūsufī 1856	ʾĪnāl al-Yūsufī al-ʾAtābak 3	15	sibling of
al-Malik al-Manṣūr ʾĀnūk 1867	al-ʾAshraf Shaʿbān 994	15	sibling of
ʾĪnāl Bāy b. Qujmās al-Ẓāhirī 1874	Qushtamur b. Qujmās 1791	15	sibling of
Baysaq al-Shaykhī al-Ẓāhirī 1885	zawjat ʾIsfandiyār 4077	15	sibling of
