Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm Fāṭima 4102
Taghrī Birdī al-Bashbughāwī  1889	zawj of	ʾUmm Bayram 4103
Taghrī Birdī al-Bashbughāwī  1889	zawj of	Ḥāj Malak bt. Ibn Qarā 2426
Taghrī Birdī al-Bashbughāwī  1889	zawj of	Ibnat Timurbāy al-Ḥasanī  4109
Taghrī Birdī al-Bashbughāwī  1889	zawj of	Bint al-ʾAmīr Damurdāsh 4154
Taghrī Birdī al-Bashbughāwī  1889	zawj of	Bint al-Malik al-Manṣūr Muḥammad 4497
Taghrī Birdī al-Bashbughāwī  1889	ḥam of	ʿUmar b. al-ʿAdīm al-Ḥalabī 4173
Timurbughā al-ʾAfḍalī Minṭāsh 1894	ḥam of	Būrī ṣihr Minṭāsh 2996
Sūdūn min Zādah 1930	ḥam of	Ṭūghān al-Nāṣirī 1767
Muqbil al-Rūmī al-Ẓāhirī 1992	zawj of	Sārā bint al-Ẓāhir Barqūq 2752
Saʿd al-Dīn b. Ghurāb 1997	zawj of	zawja Saʿd al-Dīn b. Ghurrāb 91
Saʿd al-Dīn b. Ghurāb 1997	ḥam of	Quṭlūbak al-ʿAlāʾī al-ʾUstādār 1809
Jumuq b. ʾAytamish 2172	zawj of	bint Manjak al-Yūsufī 4492
Duqmāq al-Muḥammadī 2218	zawj of	Fāṭima bt. Qujqār 1238
Yalbughā al-ʿUmarī al-Khāṣṣakī 2253	in-law of	Maʾmūr al-Qalamṭāwī 1725
Baktamur al-Mu‘minī 2255	ḥam of	Julbān al-Ḥājib 1691
al-Ẓāhir Timurbughā 2289	ḥam of	al-ʾAshraf Qāytbāy 2290
al-Ẓāhir Timurbughā 2289	ḥam of	al-ʾAshraf Qāytbāy 2290
al-Ẓāhir Timurbughā 2289	ḥam of	al-ʾAshraf Qāytbāy 2290
al-ʾAshraf Qāytbāy 2290	in-law of	al-Muʾayyad ʾAḥmad b. ʾĪnāl 211
Yashbak min Mahdī al-Ẓāhirī 2291	zawj of	Ibnat ʾAḥmad b. ʾĪnāl 2292
Kasbāy al-Khushqadamī 2298	zawj of	ibnat al-ʾAshraf ʾĪnāl 963
Kasbāy al-Khushqadamī 2298	zawj of	ibnat al-ʾAshraf ʾĪnāl 963
ʾAkmal al-Dīn al-Bābartī 2311	ḥam of	ʾAbū Yazīd al-Khāzin 1738
Shaykh Ḥasan 2387	ḥam of	Maliktamur al-Muḥammadī 2388
al-Malik al-Manṣūr Ḥājjī 2409	zawj of	Bint ʾAḥmad ibn al-sulṭān Ḥasan 2887
ʾAḥmad al-Maqrīzī 2494	ḥam of	ʿAbd al-Karīm b. ʿAbd al-ʿAzīz 4250
