unknown 0	promotes	Qānī Bāy al-Bahlawān 277
unknown 0	appoints	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
al-ʾAshraf Barsbāy 24	promotes	Qarājā al-ʾAshrafī   263
al-ʾAshraf Barsbāy 24	promotes	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
al-ʾAshraf Barsbāy 24	promotes	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
al-ʾAshraf Barsbāy 24	promotes	Jānibāk al-Ḥamzāwī 291
al-ʾAshraf Barsbāy 24	appoints	Shādibak al-Jakamī 782
unknown 0	appoints	Sūdūn al-Bardabakī 817
al-Ẓāhir Jaqmaq 2	promotes	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
al-Ẓāhir Jaqmaq 2	promotes	Qānī Bāy al-Bahlawān 277
al-Ẓāhir Jaqmaq 2	promotes	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
al-Ẓāhir Jaqmaq 2	promotes	al-ʾAshraf ʾĪnāl al-ʾAjrūd 846
unknown 0	appoints	Dawlāt Bāy al-Muʾayyadī 273
unknown 0	appoints	al-Manṣūr ʿUthmān b. Jaqmaq 819
