URI	REG_MESO	TR	SEARCH	EN	TYPE	LAT	LON	AR	AR_Alt	AR_Sort
NAHRJARIYAB_709E383N_W	Mawarannahr_RE	Nahr=Ǧariyab	Nahr=Jariyab	NA	waters	70.91287	38.37779	نهر=جريب	نهر=جريب	نهر=جريب
NAHRJANJAS_834E251N_W	Sind_RE	Nahr=Ǧanǧas	Nahr=Janjas	NA	waters	83.42513	25.14934	نهر=جنجس	نهر=جنجس	نهر=جنجس
NAHRJANDARUR_731E318N_W	Sind_RE	Nahr=Ǧandarūr	Nahr=Jandarur	NA	waters	73.13025	31.8074	نهر=جندرور	نهر=جندرور	نهر=جندرور
NAHRJAYHUN_630E393N_W	Mawarannahr_RE	Nahr=Ǧayḥūn	Nahr=Jayhun	NA	waters	63.09182	39.3967	نهر=جيحون	نهر=جيحون	نهر=جيحون
NAHRJAYHUN_684E370N_W	Mawarannahr_RE	Nahr=Ǧayḥūn	Nahr=Jayhun	NA	waters	68.40465	37.02412	نهر=جيحون	نهر=جيحون	نهر=جيحون
NAHRKHURSHAB_734E403N_W	Mawarannahr_RE	Nahr=Ḫuršāb	Nahr=Khurshab|Nahr=Kharshab|Nahr=Kharshan	NA	waters	73.45613	40.3768	نهر=خرشاب	نهر=خرشاب|نهر=خرشاب|نهر=خرشان	نهر=خرشاب
NAHRKHURMARUDH_553E370N_W	Daylam_RE	Nahr=Ḫurmārūḏ	Nahr=Khurmarudh	NA	waters	55.38357	37.06455	نهر=خرماروذ	نهر=خرماروذ	نهر=خرماروذ
NAHRDIJLA_436E346N_W	Aqur_RE	Nahr=Diǧlaŧ	Nahr=Dijla	NA	waters	43.60422	34.69499	نهر=دجلة	نهر=دجلة	نهر=دجلة
NAHRDIJLA_464E325N_W	Iraq_RE	Nahr=Diǧlaŧ	Nahr=Dijla	NA	waters	46.46676	32.54047	نهر=دجلة	نهر=دجلة	نهر=دجلة
NAHRZANDARUDH_519E324N_W	Jibal_RE	Nahr=Zandarūḏ	Nahr=Zandarudh|al-Zarinrudh|Zaranrudh	NA	waters	51.91596	32.45826	نهر=زندروذ	نهر=زندروذ|الزرينروذ|زرنروذ	نهر=زندروذ
NAHRSABUR_514E296N_W	Fars_RE	Nahr=Sābūr	Nahr=Sabur	NA	waters	51.42853	29.64228	نهر=سابور	نهر=سابور	نهر=سابور
NAHRSAKKAN_531E285N_W	Fars_RE	Nahr=Sakkān	Nahr=Sakkan	NA	waters	53.13563	28.52387	نهر=سكان	نهر=سكان	نهر=سكان
NAHRSINDARUDH_736E301N_W	Sind_RE	Nahr=Sindarūḏ	Nahr=Sindarudh	NA	waters	73.67875	30.12521	نهر=سندروذ	نهر=سندروذ	نهر=سندروذ
NAHRSURA_444E325N_W	Iraq_RE	Nahr=Sūrā	Nahr=Sura	NA	waters	44.44611	32.54156	نهر=سورا	نهر=سورا	نهر=سورا
NAHRSUS_482E321N_W	Khuzistan_RE	Nahr=Sūs	Nahr=Sus	NA	waters	48.20426	32.16186	نهر=سوس	نهر=سوس	نهر=سوس
NAHRSAYHAN_352E368N_W	Sham_RE	Nahr=Sayḥān	Nahr=Sayhan	NA	waters	35.28698	36.80583	نهر=سيحان	نهر=سيحان	نهر=سيحان
NAHRSHASH_681E419N_W	Mawarannahr_RE	Nahr=Šāš	Nahr=Shash|Sayhun	NA	waters	68.10841	41.90165	نهر=شاش	نهر=شاش|صيحون	نهر=شاش
NAHRSHASH_719E409N_W	Mawarannahr_RE	Nahr=Šāš	Nahr=Shash|Sayhun	NA	waters	71.95478	40.94221	نهر=شاش	نهر=شاش|صيحون	نهر=شاش
NAHRSARSAR_441E331N_W	Iraq_RE	Nahr=Ṣarṣar	Nahr=Sarsar	NA	waters	44.14778	33.13984	نهر=صرصر	نهر=صرصر	نهر=صرصر
NAHRTALAQANRUDH_501E365N_W	Daylam_RE	Nahr=Ṭālaqānrūḏ	Nahr=Talaqanrudh	NA	waters	50.19216	36.52902	نهر=طالقانروذ	نهر=طالقانروذ	نهر=طالقانروذ
NAHRISA_441E332N_W	Iraq_RE	Nahr=ʿIsá	Nahr=Isa	NA	waters	44.13579	33.26692	نهر=عسى	نهر=عسى	نهر=عسى
NAHRFARGHAR_695E374N_W	Mawarannahr_RE	Nahr=Fārġar	Nahr=Farghar	NA	waters	69.57609	37.41482	نهر=فارغر	نهر=فارغر	نهر=فارغر
NAHRFARAH_617E320N_W	Sijistan_RE	Nahr=Farah	Nahr=Farah	NA	waters	61.72109	32.01209	نهر=فره	نهر=فره	نهر=فره
NAHRQURTUBA_051W377N_W	Andalus_RE	Nahr=Qurṭūbaŧ	Nahr=Qurtuba	NA	waters	-5.11225	37.75423	نهر=قرطوبة	نهر=قرطوبة	نهر=قرطوبة
NAHRQUWAYQ_372E362N_W	Sham_RE	Nahr=Quwayq	Nahr=Quwayq	NA	waters	37.22956	36.29913	نهر=قويق	نهر=قويق	نهر=قويق
NAHRKUTHA_447E327N_W	Iraq_RE	Nahr=Kūṯá	Nahr=Kutha	NA	waters	44.72053	32.7443	نهر=كوثى	نهر=كوثى	نهر=كوثى
NAHRL-MAQLUB_364E344N_W	Sham_RE	Nahr=l-Maqlūb	Nahr=l-Maqlub	NA	waters	36.42642	34.42297	نهر=لمقلوب	نهر=لمقلوب	نهر=لمقلوب
NAHRMURGHAB_625E367N_W	Khurasan_RE	Nahr=Murġab	Nahr=Murghab	NA	waters	62.52603	36.73407	نهر=مرغب	نهر=مرغب	نهر=مرغب
NAHRMASHRUQAN_490E317N_W	Khuzistan_RE	Nahr=Mašruqān	Nahr=Mashruqan|Masruqan	NA	waters	49.01519	31.76776	نهر=مشرقان	نهر=مشرقان|مسروقان	نهر=مشرقان
NAHRMIHRAN_682E271N_W	Sind_RE	Nahr=Mihrān	Nahr=Mihran	NA	waters	68.2599	27.18279	نهر=مهران	نهر=مهران	نهر=مهران
NAHRMIHRAN_700E285N_W	Sind_RE	Nahr=Mihrān	Nahr=Mihran	NA	waters	70.02385	28.57493	نهر=مهران	نهر=مهران	نهر=مهران
NAHRMIHRAN_712E321N_W	Sind_RE	Nahr=Mihrān	Nahr=Mihran	NA	waters	71.29976	32.14532	نهر=مهران	نهر=مهران	نهر=مهران
NAHRHARIRUDH_579E284N_W	Kirman_RE	Nahr=Harīrūḏ	Nahr=Harirudh	NA	waters	57.9091	28.4383	نهر=هريروذ	نهر=هريروذ	نهر=هريروذ
NAHRHULBUK_701E383N_W	Mawarannahr_RE	Nahr=Hulbuk	Nahr=Hulbuk	NA	waters	70.17895	38.3061	نهر=هلبك	نهر=هلبك	نهر=هلبك
NAHRHILMAND_631E304N_W	Sijistan_RE	Nahr=Hilmand	Nahr=Hilmand|Nahr=Hindmand|Nahr=Hirmid|Nahr=Hirmand	NA	waters	63.17371	30.47359	نهر=هلمند	نهر=هلمند|نهر=هندمند|نهر=هيرميد|نهر=هيرمند	نهر=هلمند
NILABYAD_323E150N_W	Misr_RE	al-Nīl=al-Abyaḍ	al-Nil=al-Abyad	NA	waters	32.3556	15.06046	النيل=الأبيض	النيل=الأبيض	نيل=الابيض
HURMUZFARRAH_616E376N_W	Khurasan_RE	Hurmuz=Farrah	Hurmuz=Farrah	NA	waters	61.61458	37.60594	هرمز=فره	هرمز=فره	هرمز=فره
WADIKHARID_444E159N_W	Yaman_RE	Wādī=al-Ḫārid	Wadi=al-Kharid	NA	waters	44.43363	15.95585	وادي=الخارد	وادي=الخارد	وادي=الخارد
WADIRAMS_404E381N_W	Aqur_RE	Wādī=al-Rams	Wadi=al-Rams|al-Rass|Wadi=Salb	NA	waters	40.42465	38.18191	وادي=الرمس	وادي=الرمس|الرس|وادي=صلب	وادي=الرمس
WADIAQIQ_402E241N_W	JaziratArab_RE	Wādī=al-ʿAqīq	Wadi=al-Aqiq	NA	waters	40.29083	24.11089	وادي=العقيق	وادي=العقيق	وادي=العقيق
WADIQURA_382E256N_W	JaziratArab_RE	Wādī=al-Qurá	Wadi=al-Qura	NA	waters	38.29849	25.67549	وادي=القرى	وادي=القرى	وادي=القرى
WADIMALIH_031E361N_W	Maghrib_RE	Wādī=al-Māliḥ	Wadi=al-Malih	NA	waters	3.18573	36.1099	وادي=المالح	وادي=المالح	وادي=المالح
WADIINAWAN_043W342N_W	Maghrib_RE	Wādī=Īnāwan	Wadi=Inawan	NA	waters	-4.39975	34.24946	وادي=إيناون	وادي=إيناون	وادي=ايناون
WADITAJU_080W395N_W	Andalus_RE	Wādī=Tāǧū	Wadi=Taju	NA	waters	-8.03553	39.5299	وادي=تاجو	وادي=تاجو	وادي=تاجو
WADIHAYRAN_430E160N_W	Yaman_RE	Wādī=Ḥayrān	Wadi=Hayran	NA	waters	43.06403	16.05227	وادي=حيران	وادي=حيران	وادي=حيران
WADIKHULAB_430E167N_W	Yaman_RE	Wādī=Ḫulab	Wadi=Khulab	NA	waters	43.0017	16.70128	وادي=خلب	وادي=خلب	وادي=خلب
WADIDARA_074W309N_W	Maghrib_RE	Wādī=Darʿaŧ	Wadi=Dara	NA	waters	-7.42487	30.93544	وادي=درعة	وادي=درعة	وادي=درعة
WADIDARA_080W291N_W	Maghrib_RE	Wādī=Darʿaŧ	Wadi=Dara	NA	waters	-8.07804	29.19903	وادي=درعة	وادي=درعة	وادي=درعة
WADIRIMA_432E142N_W	Yaman_RE	Wādī=Rimāʿ	Wadi=Rima	NA	waters	43.25543	14.26412	وادي=رماع	وادي=رماع	وادي=رماع
WADIZABID_434E141N_W	Yaman_RE	Wādī=Zabīd	Wadi=Zabid	NA	waters	43.4038	14.15093	وادي=زبيد	وادي=زبيد	وادي=زبيد
WADIZIZ_044W318N_W	Maghrib_RE	Wādī=Zīz	Wadi=Ziz	NA	waters	-4.48761	31.87198	وادي=زيز	وادي=زيز	وادي=زيز
WADISABU_059W344N_W	Maghrib_RE	Wādī=Sabū	Wadi=Sabu	NA	waters	-5.98544	34.45352	وادي=سبو	وادي=سبو	وادي=سبو
WADISUHUL_440E142N_W	Yaman_RE	Wādī=Suḥūl	Wadi=Suhul	NA	waters	44.08509	14.2537	وادي=سحول	وادي=سحول	وادي=سحول
WADISURDUD_431E152N_W	Yaman_RE	Wādī=Surdud	Wadi=Surdud	NA	waters	43.17773	15.28451	وادي=سردد	وادي=سردد	وادي=سردد
WADISAFDAD_057W349N_W	Maghrib_RE	Wādī=Safdad	Wadi=Safdad	NA	waters	-5.76527	34.9938	وادي=سفدد	وادي=سفدد	وادي=سفدد
WADISHALIF_014E362N_W	Maghrib_RE	Wādī=Šalif	Wadi=Shalif	NA	waters	1.45396	36.21758	وادي=شلف	وادي=شلف	وادي=شلف
WADISARBAT_414E380N_W	Aqur_RE	Wādī=Ṣarbaṭ	Wadi=Sarbat|Nahr=Sarbat|Sarbat	NA	waters	41.49366	38.01078	وادي=صربط	وادي=صربط|نهر=صربط|صربط	وادي=صربط
WADIALLAQI_329E229N_W	Misr_RE	Wādī=ʿAllāqī	Wadi=Allaqi	NA	waters	32.97579	22.98246	وادي=علاقي	وادي=علاقي	وادي=علاقي
WADIALLAQI_341E221N_W	Misr_RE	Wādī=ʿAllaqī	Wadi=Allaqi	NA	waters	34.10934	22.13452	وادي=علقي	وادي=علقي	وادي=علقي
WADIFUR_390E230N_W	JaziratArab_RE	Wādī=Furʿ	Wadi=Fur	NA	waters	39.0919	23.06872	وادي=فرع	وادي=فرع	وادي=فرع
WADIMAKHIL_226E322N_W	Barqa_RE	Wādī=Maḫīl	Wadi=Makhil	NA	waters	22.62048	32.2648	وادي=مخيل	وادي=مخيل	وادي=مخيل
WADIMASULIYAT_411E379N_W	Aqur_RE	Wādī=Masūliyāt	Wadi=Masuliyat|Nahr=Satidama|Wadi=Satidama	NA	waters	41.17006	37.9833	وادي=مسوليات	وادي=مسوليات|نهر=ساتيدما|وادي=ساتيدما	وادي=مسوليات
WADIMASUN_036W344N_W	Maghrib_RE	Wādī=Masūn	Wadi=Masun	NA	waters	-3.67995	34.42515	وادي=مسون	وادي=مسون	وادي=مسون
WADIMALWIYYA_036W333N_W	Maghrib_RE	Wādī=Malwiyyaŧ	Wadi=Malwiyya	NA	waters	-3.64184	33.37702	وادي=ملوية	وادي=ملوية	وادي=ملوية
WADIMAWR_430E156N_W	Yaman_RE	Wādī=Mawr	Wadi=Mawr	NA	waters	43.01443	15.67118	وادي=مور	وادي=مور	وادي=مور
WADIWARGHA_053W344N_W	Maghrib_RE	Wādī=Warġaŧ	Wadi=Wargha	NA	waters	-5.30163	34.49584	وادي=ورغة	وادي=ورغة	وادي=ورغة
WADIYABA_414E190N_W	JaziratArab_RE	Wādī=Yabaŧ	Wadi=Yaba	NA	waters	41.48925	19.08509	وادي=يبة	وادي=يبة	وادي=يبة
ABSHUR_574E326N_S	Mafaza_RE	Āb=Šūr	Ab=Shur	NA	waystations	57.40729	32.65943	آب=شور	آب=شور	اب=شور
ABTIA_500E336N_S	Jibal_RE	Abtiʿaŧ	Abtia	NA	waystations	50.05422	33.62812	أبتعة	أبتعة	ابتعة
ABWA_390E232N_S	JaziratArab_RE	al-Abwāʾ	al-Abwa	NA	waystations	39.09484	23.22814	الأبواء	الأبواء	ابواء
UBAYR_367E307N_S	BadiyatArab_RE	Ubayr	Ubayr|Wubayr	NA	waystations	36.70106	30.73317	أبير	أبير|وبير	ابير
ABYAD_424E318N_S	BadiyatArab_RE	al-Abyaḍ	al-Abyad	NA	waystations	42.45438	31.86163	الأبيض	الأبيض	ابيض
ATHARIB_368E361N_S	Sham_RE	al-Aṯārib	al-Atharib	NA	waystations	36.83533	36.13792	الأثارب	الأثارب	اثارب
ATHAFIT_439E161N_S	Yaman_RE	Aṯāfit	Athafit	NA	waystations	43.97249	16.11174	أثافت	أثافت	اثافت
AJFUR_429E274N_S	BadiyatArab_RE	al-Aǧfur	al-Ajfur	NA	waystations	42.97781	27.44255	الأجفر	الأجفر	اجفر
AJWALI_374E298N_S	BadiyatArab_RE	al-Aǧwalī	al-Ajwali	NA	waystations	37.4317	29.87858	الأجولي	الأجولي	اجولي
UJAYFIR_387E316N_S	BadiyatArab_RE	al-Uǧayfir	al-Ujayfir	NA	waystations	38.71981	31.65819	الأجيفر	الأجيفر	اجيفر
AKHDAMIYYA_422E322N_S	BadiyatArab_RE	al-Aḫdamiyyaŧ	al-Akhdamiyya	NA	waystations	42.23928	32.28927	الأخدمية	الأخدمية	اخدمية
ADHANA_353E369N_S	Sham_RE	Aḏanaŧ	Adhana	NA	waystations	35.34272	36.96023	أذنة	أذنة	اذنة
ARASKAN_634E357N_S	Khurasan_RE	Araskan	Araskan	NA	waystations	63.44735	35.74074	أرسكن	أرسكن	ارسكن
AZDUD_346E317N_S	Sham_RE	Azdūd	Azdud|Yazdud	NA	waystations	34.66817	31.79837	أزدود	أزدود|يزدود	ازدود
AZRAQ_368E318N_S	BadiyatArab_RE	al-Azraq	al-Azraq	NA	waystations	36.87768	31.84612	الأزرق	الأزرق	ازرق
AZKAS_521E315N_S	Fars_RE	Azkās	Azkas	NA	waystations	52.17709	31.51558	أزكاس	أزكاس	ازكاس
ASBIDHDASHT_511E321N_S	Jibal_RE	Asbīḏ=Dašt	Asbidh=Dasht	NA	waystations	51.18532	32.13467	أسبيذ=دشت	أسبيذ=دشت	اسبيذ=دشت
ASADABADH_626E362N_S	Khurasan_RE	Asadābāḏ	Asadabadh	NA	waystations	62.67861	36.29294	أسداباذ	أسداباذ	اسداباذ
ASRAB_637E358N_S	Khurasan_RE	al-Asrāb	al-Asrab	NA	waystations	63.76323	35.81599	الأسراب	الأسراب	اسراب
ASAK_522E358N_S	Daylam_RE	Asak	Asak|Ashk	NA	waystations	52.21623	35.8734	أسك	أسك|أشك	اسك
AMASHIYYA_439E165N_S	Yaman_RE	al-Aʿmašiyyaŧ	al-Amashiyya	NA	waystations	43.95032	16.56721	الأعمشية	الأعمشية	اعمشية
ANAK_367E323N_S	BadiyatArab_RE	al-Aʿnak	al-Anak	NA	waystations	36.79381	32.31179	الأعنك	الأعنك	اعنك
UFAYIYYA_407E230N_S	JaziratArab_RE	al-Ufayʿiyyaŧ	al-Ufayiyya	NA	waystations	40.75512	23.02816	الأفيعية	الأفيعية	افيعية
AQRA_378E271N_S	BadiyatArab_RE	al-Aqrāʿ	al-Aqra	NA	waystations	37.83126	27.15186	الأقراع	الأقراع	اقراع
IMMARA_431E253N_S	JaziratArab_RE	Immaraŧ	Immara	NA	waystations	43.1471	25.37319	إمرة	إمرة	امرة
AMZAH_642E399N_S	Mawarannahr_RE	Amzah	Amzah	NA	waystations	64.25722	39.90472	أمزه	أمزه	امزه
UDH_492E355N_S	Jibal_RE	Ūḏ	Udh	NA	waystations	49.25084	35.59348	أوذ	أوذ	اوذ
AWTAS_406E217N_S	JaziratArab_RE	Awṭās	Awtas	NA	waystations	40.68003	21.733	أوطاس	أوطاس	اوطاس
UKINA_607E363N_S	Khurasan_RE	Ūkīnaŧ	Ukina|Awkina	NA	waystations	60.79678	36.34872	أوكينة	أوكينة|أوكينة	اوكينة
BADH_520E335N_S	Jibal_RE	Bāḏ	Badh	NA	waystations	52.01467	33.5596	باذ	باذ	باذ
BARAB_534E278N_S	Fars_RE	Bārāb	Barab	NA	waystations	53.43209	27.88081	باراب	باراب	باراب
BARJAH_708E426N_S	Mawarannahr_RE	Bārǧāḥ	Barjah|Barjakh|Barjaj	NA	waystations	70.80406	42.62635	بارجاح	بارجاح|بارجاخ|بارجاج	بارجاح
BARJAMT_116E330N_S	Barqa_RE	Bārǧamt	Barjamt|Abar=Dakht	NA	waystations	11.63847	33.05675	بارجمت	بارجمت|أبار=دخت	بارجمت
BARISK_582E314N_S	Mafaza_RE	Bārisk	Barisk	NA	waystations	58.27354	31.41567	بارسك	بارسك	بارسك
BARISIYAN_487E352N_S	Jibal_RE	Bārisiyān	Barisiyan	NA	waystations	48.71891	35.29415	بارسيان	بارسيان	بارسيان
BARIMMA_435E350N_S	Iraq_RE	Bārimmā	Barimma	NA	waystations	43.57361	35.07982	بارما	بارما	بارما
BAMAQARA_393E377N_S	Aqur_RE	Bāmaqarā	Bamaqara|Bamaqda	NA	waystations	39.3345	37.75537	بامقرا	بامقرا|بامقدة	بامقرا
BAHIRABADH_624E368N_S	Khurasan_RE	Baḥīrābāḏ	Bahirabadh	NA	waystations	62.46952	36.88847	بحيراباذ	بحيراباذ	بحيراباذ
BADAYAQUB_367E270N_S	JaziratArab_RE	Badāʾ=Yaʿqūb	Bada=Yaqub	NA	waystations	36.74694	27.03413	بداء=يعقوب	بداء=يعقوب	بداء=يعقوب
BADAH_499E312N_S	Khuzistan_RE	Badah	Badah	NA	waystations	49.96262	31.29164	بده	بده	بده
BADHASH_551E363N_S	Daylam_RE	Baḏaš	Badhash	NA	waystations	55.17875	36.33289	بذش	بذش	بذش
BUSTADARAN_568E341N_S	Mafaza_RE	Bustadārān	Bustadaran	NA	waystations	56.87872	34.16617	بستداران	بستداران	بستداران
BUSHTBADHAM_554E330N_S	Mafaza_RE	Bušt=Bāḏām	Busht=Badham	NA	waystations	55.41827	33.02224	بشت=باذام	بشت=باذام	بشت=باذام
BITAN_432E287N_S	BadiyatArab_RE	Biṭān	Bitan|Qabr=al-Idadi	NA	waystations	43.27579	28.74899	بطان	بطان|قبر=العدادي	بطان
BUTLAMIYYA_383E355N_S	Sham_RE	al-Buṭlāmiyyaŧ	al-Butlamiyya|al-Khirba	NA	waystations	38.31435	35.52404	البطلامية	البطلامية|الخربة	بطلامية
BAQIA_373E322N_S	BadiyatArab_RE	al-Baqīʿaŧ	al-Baqia	NA	waystations	37.32662	32.21167	البقيعة	البقيعة	بقيعة
BAQIA_433E356N_S	Aqur_RE	al-Baqīʿaŧ	al-Baqia	NA	waystations	43.32428	35.62554	البقيعة	البقيعة	بقيعة
BALKHAN_660E375N_S	Mawarannahr_RE	Balḫān	Balkhan	NA	waystations	66.00329	37.51897	بلخان	بلخان	بلخان
BALUR_520E358N_S	Daylam_RE	Balūr	Balur|Bulur	NA	waystations	52.0667	35.81911	بلور	بلور|بلور	بلور
BANNA_569E344N_S	Mafaza_RE	Bannaŧ	Banna|Bunn	NA	waystations	56.97011	34.42374	بنة	بنة|بن	بنة
BUNDUQA_319E300N_S	Misr_RE	Bunduqaŧ	Bunduqa|Manzil=Ibn=Bunduqa|Manzil=Ibn=Sadaqa	NA	waystations	31.93498	30.09522	بندقة	بندقة|منزل=إبن=بندقة|منزل=إبن=صدقة	بندقة
BUZANJIRD_489E349N_S	Jibal_RE	Būzanǧird	Buzanjird	NA	waystations	48.98488	34.95777	بوزنجرد	بوزنجرد	بوزنجرد
BUMINA_297E309N_S	Misr_RE	Būmīnaŧ	Bumina|Bumina	NA	waystations	29.71572	30.93264	بومينة	بومينة|بومينى	بومينة
BUWAYB_315E301N_S	Misr_RE	Buwayb	Buwayb	NA	waystations	31.57979	30.16955	بويب	بويب	بويب
BUWAYN_506E319N_S	Khuzistan_RE	Buwayn	Buwayn	NA	waystations	50.60379	31.93047	بوين	بوين	بوين
BIYABSHURAB_526E286N_S	Fars_RE	Biyābšūrāb	Biyabshurab|Dasht=Shurab	NA	waystations	52.68133	28.69894	بيابشوراب	بيابشوراب|دشت=شوراب	بيابشوراب
BISUTUN_474E343N_S	Jibal_RE	Bīsutūn	Bisutun|Bihsutun	NA	waystations	47.47958	34.37821	بيستون	بيستون|بهستون	بيستون
BISHA_426E199N_S	JaziratArab_RE	Bīšaŧ	Bisha	NA	waystations	42.62594	19.93935	بيشة	بيشة	بيشة
BAYDA_370E267N_S	JaziratArab_RE	al-Bayḍāʾ	al-Bayda	NA	waystations	37.01435	26.79044	البيضاء	البيضاء	بيضاء
BAYLAMAK_547E378N_S	Daylam_RE	Baylamak	Baylamak|Salmak	NA	waystations	54.72705	37.88855	بيلمك	بيلمك|سلمك	بيلمك
BIRHUSAYN_679E402N_S	Mawarannahr_RE	Biʾr=al-Ḥusayn	Bir=al-Husayn	NA	waystations	67.99605	40.23516	بئر=الحسين	بئر=الحسين	بئر=الحسين
BIRSAID_652E392N_S	Mawarannahr_RE	Biʾr=al-Saʿīd	Bir=al-Said	NA	waystations	65.29357	39.2921	بئر=السعيد	بئر=السعيد	بئر=السعيد
BIRBAR_575E321N_S	Mafaza_RE	Biʾr=Bar	Bir=Bar|Jah=Bar	NA	waystations	57.50413	32.1335	بئر=بر	بئر=بر|جاه=بر	بئر=بر
BIRHUMAYD_681E403N_S	Mawarannahr_RE	Biʾr=Ḥumayd	Bir=Humayd	NA	waystations	68.19849	40.3886	بئر=حميد	بئر=حميد	بئر=حميد
TABALA_424E200N_S	JaziratArab_RE	Tabālaŧ	Tabala	NA	waystations	42.41439	20.04558	تبالة	تبالة	تبالة
TAASIR_353E323N_S	Sham_RE	Taʿāsir	Taasir	NA	waystations	35.38269	32.3391	تعاسر	تعاسر	تعاسر
TALLABDA_387E366N_S	Aqur_RE	Tall=ʿAbdā	Tall=Abda	NA	waystations	38.72906	36.69218	تل=عبدا	تل=عبدا	تل=عبدا
TALASTANA_614E370N_S	Khurasan_RE	Talastānaŧ	Talastana	NA	waystations	61.47492	37.03409	تلستانة	تلستانة	تلستانة
TANIM_397E215N_S	JaziratArab_RE	al-Tanʿīm	al-Tanim	NA	waystations	39.79161	21.53869	التنعيم	التنعيم	تنعيم
TUZ_422E267N_S	JaziratArab_RE	Tūz	Tuz	NA	waystations	42.29198	26.71435	توز	توز	توز
TIRAM_498E313N_S	Khuzistan_RE	Tīram	Tiram	NA	waystations	49.82612	31.39156	تيرم	تيرم	تيرم
TINAT_361E368N_S	Sham_RE	Tīnāt	Tinat|Hisn=al-Tinat	NA	waystations	36.16107	36.86458	تينات	تينات|حصن=التينات	تينات
THUJJA_431E181N_S	JaziratArab_RE	al-Ṯuǧǧaŧ	al-Thujja	NA	waystations	43.19302	18.1711	الثجة	الثجة	ثجة
THAJR_378E288N_S	BadiyatArab_RE	Ṯaǧr	Thajr	NA	waystations	37.89149	28.87521	ثجر	ثجر	ثجر
THALABIYYA_431E282N_S	BadiyatArab_RE	al-Ṯaʿlabiyyaŧ	al-Thalabiyya	NA	waystations	43.16528	28.29472	الثعلبية	الثعلبية	ثعلبية
JAJISTAN_704E405N_S	Mawarannahr_RE	Ǧāǧīstān	Jajistan	NA	waystations	70.43986	40.55623	جاجيستان	جاجيستان	جاجيستان
JASIM_360E329N_S	Sham_RE	Ǧāsim	Jasim	NA	waystations	36.04321	32.98099	جاسم	جاسم	جاسم
JUBBAWSAJ_273E310N_S	Barqa_RE	Ǧubb=al-ʿAwsaǧ	Jubb=al-Awsaj	NA	waystations	27.30318	31.04479	جب=العوسج	جب=العوسج	جب=العوسج
JUBBMAYDAN_233E321N_S	Barqa_RE	Ǧubb=al-Maydān	Jubb=al-Maydan|Jubb=al-Maydaan	NA	waystations	23.31692	32.18179	جب=الميدان	جب=الميدان|جب=الميدعان	جب=الميدان
JUBBHAMMAD_632E385N_S	Khurasan_RE	Ǧubb=Ḥammād	Jubb=Hammad	NA	waystations	63.20339	38.58258	جب=حماد	جب=حماد	جب=حماد
JUBBA_401E318N_S	BadiyatArab_RE	al-Ǧubbaŧ	al-Jubba|al-Mahna	NA	waystations	40.18305	31.84948	الجبة	الجبة|المحنة	جبة
JABILTA_437E346N_S	Iraq_RE	Ǧabiltā	Jabilta|Jabulta	NA	waystations	43.72814	34.62614	جبلتا	جبلتا|جبلتا	جبلتا
JUDAD_410E217N_S	JaziratArab_RE	al-Ǧudad	al-Judad	NA	waystations	41.07197	21.733	الجدد	الجدد	جدد
JADILA_429E240N_S	JaziratArab_RE	Ǧadīlaŧ	Jadila	NA	waystations	42.99135	24.09211	جديلة	جديلة	جديلة
JARBA_381E304N_S	BadiyatArab_RE	al-Ǧarbā	al-Jarba|al-Jarba	NA	waystations	38.12681	30.48436	الجربا	الجربا|الجربى	جربا
JARBADHAQAN_502E333N_S	Jibal_RE	Ǧarbāḏaqān	Jarbadhaqan|Julbayjan	NA	waystations	50.29276	33.3812	جرباذقان	جرباذقان|جلبيجان	جرباذقان
JARMJUWI_540E359N_S	Daylam_RE	Ǧarmǧuwī	Jarmjuwi	NA	waystations	54.04249	35.97336	جرمجوي	جرمجوي	جرمجوي
JARMAQ_549E335N_S	Mafaza_RE	Ǧarmaq	Jarmaq	NA	waystations	54.93672	33.55385	جرمق	جرمق	جرمق
JARMWA_547E286N_S	Fars_RE	Ǧarmwaŧ	Jarmwa	NA	waystations	54.7906	28.6007	جرموة	جرموة	جرموة
JARNAN_396E379N_S	Aqur_RE	Ǧarnān	Jarnan	NA	waystations	39.61765	37.92941	جرنان	جرنان	جرنان
JARUD_367E338N_S	Sham_RE	Ǧarūd	Jarud	NA	waystations	36.74014	33.81588	جرود	جرود	جرود
JUSADA_427E195N_S	JaziratArab_RE	Ǧusadāʾ	Jusada	NA	waystations	42.71961	19.51994	جسداء	جسداء	جسداء
JISRJAHANNAM_502E314N_S	Khuzistan_RE	Ǧisr=Ǧahannam	Jisr=Jahannam	NA	waystations	50.23675	31.4767	جسر=جهنم	جسر=جهنم	جسر=جهنم
JISRKUTHA_443E328N_S	Iraq_RE	Ǧisr=Kūṯá	Jisr=Kutha	NA	waystations	44.36973	32.87594	جسر=كوثى	جسر=كوثى	جسر=كوثى
JAFARABADH_518E311N_S	Fars_RE	Ǧaʿfarābāḏ	Jafarabadh	NA	waystations	51.81266	31.19326	جعفراباذ	جعفراباذ	جعفراباذ
JIKAM_647E395N_S	Mawarannahr_RE	Ǧikam	Jikam	NA	waystations	64.73843	39.58498	جكم	جكم	جكم
JULLAB_389E374N_S	Aqur_RE	Ǧullāb	Jullab	NA	waystations	38.91048	37.41051	جلاب	جلاب	جلاب
